,1111111111,1111113477,1111114444,1111144447,1111223344,1111234444,1111234567,1111444444,1111444477,1111556677,1114556677,1234556677,1444777777,1455666777,2233445677
32,96.86,96.01,97.3,97.09,97.59,97.65,96.63,96.57,96.83,95.59,95.59,95.52,94.75,94.93,95.87
33,96.82,96.04,97.44,97.24,97.66,97.74,96.82,96.58,96.86,95.66,95.55,95.4,94.74,95.02,95.96
34,96.85,96.03,97.36,97.09,97.64,97.79,96.63,96.58,96.92,95.52,95.58,95.69,94.81,94.91,95.92
35,96.96,96.03,97.27,97.21,97.65,97.76,96.65,96.71,96.82,95.67,95.54,95.57,94.84,95.18,95.9
36,97.02,96.18,97.37,97.31,97.59,97.74,96.68,96.73,96.83,95.8,95.75,95.6,94.79,94.89,95.83
37,97.02,96.2,97.35,97.24,97.63,97.65,96.9,96.76,96.84,95.73,95.62,95.73,94.79,94.9,96.04
38,97.04,96.28,97.3,97.22,97.58,97.72,96.8,96.72,96.73,95.67,95.52,95.6,94.76,94.55,96.08
39,97.07,96.26,97.37,97.2,97.57,97.76,96.86,96.9,96.75,95.93,95.64,95.51,94.69,94.98,95.91
40,97.13,96.38,97.33,97.27,97.7,97.75,96.73,96.85,96.73,95.94,95.59,95.42,94.97,94.95,95.94
41,97.02,96.38,97.48,97.3,97.65,97.67,96.74,96.81,96.84,95.77,95.52,95.37,94.77,94.89,95.96
42,97.07,96.36,97.51,97.28,97.68,97.73,96.7,96.9,96.8,95.77,95.69,95.46,94.73,94.63,95.87
43,97.09,96.32,97.44,97.16,97.75,97.78,96.62,96.9,96.99,95.6,95.62,95.66,94.98,94.82,95.92
44,97.09,96.34,97.41,97.24,97.71,97.84,96.72,96.89,96.95,95.78,95.61,95.6,94.88,94.96,95.87
45,97.1,96.26,97.35,97.33,97.68,97.87,96.7,96.9,96.92,95.6,95.75,95.38,95.09,94.89,96.0
46,97.11,96.37,97.45,97.24,97.68,97.81,96.77,96.97,96.92,95.59,95.6,95.39,94.92,94.49,95.98
47,97.15,96.41,97.48,97.25,97.69,97.78,96.62,96.98,97.01,95.72,95.69,95.34,94.94,94.66,95.84
48,97.11,96.26,97.53,97.28,97.66,97.77,96.66,96.93,96.93,95.76,95.53,95.5,94.78,94.92,95.92
49,97.27,96.46,97.52,97.27,97.74,97.78,96.64,97.07,96.98,95.63,95.6,95.5,94.86,94.71,95.89
50,97.17,96.46,97.51,97.26,97.73,97.82,96.53,97.07,96.98,95.75,95.71,95.44,94.98,94.82,95.93
51,97.28,96.46,97.6,97.25,97.71,97.85,96.67,97.07,96.98,95.73,95.74,95.44,95.16,94.74,95.89
52,97.22,96.28,97.62,97.37,97.73,97.8,96.59,97.13,97.01,95.67,95.5,95.62,94.86,94.91,96.02
53,97.31,96.4,97.63,97.37,97.76,97.84,96.68,97.18,97.05,95.8,95.64,95.5,95.02,94.87,95.87
54,97.25,96.42,97.64,97.35,97.78,97.75,96.64,97.14,97.06,95.57,95.65,95.47,95.02,94.76,96.07
55,97.29,96.56,97.59,97.22,97.72,97.79,96.67,97.22,96.92,95.65,95.72,95.21,95.02,94.7,96.08
56,97.26,96.47,97.57,97.24,97.71,97.83,96.87,97.16,96.96,95.75,95.78,95.51,94.99,94.85,96.02
57,97.26,96.21,97.65,97.33,97.76,97.8,96.75,97.15,96.91,95.78,95.67,95.38,94.92,94.76,95.94
58,97.28,96.32,97.62,97.2,97.73,97.83,96.79,97.22,97.08,95.55,95.71,95.65,95.13,94.76,95.95
59,97.31,96.43,97.59,97.28,97.82,97.76,96.72,97.16,97.06,95.89,95.67,95.62,95.06,94.71,96.04
60,97.28,96.4,97.56,97.32,97.84,97.82,96.7,97.19,96.85,95.71,95.75,95.61,95.02,94.57,95.89
61,97.33,96.47,97.56,97.18,97.79,97.81,96.61,97.1,96.99,95.81,95.78,95.46,95.18,94.74,95.9
62,97.36,96.37,97.53,97.28,97.82,97.8,96.63,97.28,96.97,95.91,95.77,95.56,95.17,94.71,95.74
63,97.26,96.52,97.58,97.24,97.78,97.81,96.7,97.27,96.99,95.77,95.76,95.58,94.89,94.88,96.02
64,97.32,96.39,97.69,97.31,97.84,97.8,96.59,97.29,96.94,95.67,95.72,95.47,94.89,94.74,96.01
65,97.26,96.42,97.66,97.22,97.87,97.77,96.7,97.3,96.87,95.7,95.89,95.48,95.25,94.72,95.92
66,97.28,96.5,97.62,97.26,97.83,97.82,96.67,97.28,96.83,95.75,95.78,95.5,95.02,94.77,96.16
67,97.31,96.59,97.65,97.38,97.83,97.86,96.86,97.33,97.02,95.73,95.84,95.48,95.21,94.73,95.82
68,97.39,96.5,97.64,97.36,97.89,97.79,96.75,97.37,96.98,95.91,95.75,95.62,95.12,94.81,95.94
69,97.3,96.49,97.7,97.37,97.88,97.82,96.74,97.42,97.0,95.72,95.77,95.51,95.24,94.66,95.87
70,97.43,96.51,97.7,97.23,97.89,97.87,96.84,97.34,96.99,95.6,95.71,95.33,94.91,94.72,95.93
71,97.47,96.49,97.62,97.15,97.84,97.86,96.83,97.28,96.94,95.89,95.77,95.33,95.01,94.96,96.09
72,97.35,96.59,97.62,97.3,97.9,97.83,96.77,97.38,96.95,95.68,95.78,95.35,95.36,94.93,96.08
73,97.46,96.38,97.67,97.26,97.81,97.72,96.8,97.49,97.03,95.87,95.82,95.31,95.46,94.68,96.01
74,97.45,96.28,97.71,97.33,97.8,97.86,96.74,97.44,97.05,95.79,95.67,95.41,95.3,94.9,96.02
75,97.37,96.47,97.68,97.33,97.9,97.81,96.64,97.54,96.93,95.66,95.57,95.38,95.05,94.81,96.05
76,97.48,96.48,97.73,97.31,97.86,97.9,96.74,97.55,97.07,95.82,95.67,95.41,95.25,94.7,96.05
77,97.49,96.58,97.75,97.3,97.83,97.83,96.77,97.49,96.81,95.65,95.8,95.61,95.36,94.59,96.21
78,97.45,96.49,97.76,97.34,97.87,97.89,96.77,97.47,96.89,95.62,95.64,95.28,95.47,94.53,96.01
79,97.48,96.67,97.77,97.41,97.89,97.88,96.74,97.47,96.94,95.84,95.62,95.41,95.29,94.7,95.89
80,97.5,96.58,97.78,97.34,97.87,97.78,96.75,97.45,97.13,95.82,95.72,95.31,95.29,94.54,96.02
81,97.57,96.48,97.85,97.47,97.84,97.73,96.67,97.46,97.15,95.74,95.74,95.38,95.2,94.88,95.87
82,97.56,96.58,97.76,97.35,97.88,97.82,96.65,97.51,97.06,95.82,95.94,95.09,95.05,94.8,96.24
83,97.6,96.59,97.83,97.44,97.86,97.87,96.54,97.53,96.98,95.84,96.08,95.55,95.45,94.72,96.14
84,97.55,96.58,97.86,97.34,97.83,97.82,96.73,97.48,97.02,95.86,95.6,95.49,95.28,94.86,96.23
85,97.56,96.49,97.77,97.37,97.92,97.9,96.89,97.58,97.17,95.66,95.74,95.68,95.42,94.65,95.94
86,97.61,96.55,97.8,97.35,97.91,97.9,96.8,97.57,96.97,95.72,95.8,95.46,95.42,94.8,95.96
87,97.63,96.65,97.74,97.34,97.83,97.93,96.67,97.66,97.14,95.68,95.57,95.35,95.34,94.62,95.98
88,97.6,96.53,97.77,97.39,97.89,97.86,96.68,97.57,97.03,95.92,95.81,95.56,95.21,94.6,95.73
89,97.58,96.6,97.73,97.4,97.88,97.89,96.75,97.55,96.86,95.88,95.79,95.36,95.15,94.79,96.07
90,97.66,96.62,97.79,97.43,97.83,97.93,96.83,97.6,97.1,95.78,95.92,95.34,95.13,94.82,96.18
91,97.61,96.65,97.85,97.44,97.84,97.92,96.69,97.59,96.91,95.66,96.03,95.43,95.14,94.52,96.13
92,97.58,96.7,97.79,97.38,97.88,97.9,96.69,97.64,97.06,95.78,95.83,95.64,95.3,94.68,95.99
93,97.51,96.74,97.85,97.35,97.96,97.86,96.71,97.62,96.99,95.74,95.66,95.32,95.17,94.71,96.08
94,97.58,96.58,97.8,97.45,97.88,97.88,96.76,97.64,97.02,95.64,95.8,95.36,95.35,94.61,95.9
95,97.6,96.59,97.73,97.34,97.88,97.95,96.56,97.67,96.93,95.76,95.81,95.38,95.43,94.91,95.98
96,97.67,96.59,97.72,97.39,97.86,97.93,96.56,97.66,97.02,95.69,95.95,95.38,95.19,94.68,95.99
97,97.69,96.69,97.75,97.42,97.87,97.94,96.66,97.66,97.01,95.67,95.81,95.55,95.06,94.94,95.9
98,97.65,96.67,97.75,97.39,97.85,97.98,96.71,97.62,97.08,95.62,95.81,95.65,95.03,94.59,95.93
99,97.68,96.68,97.78,97.39,97.92,97.93,96.81,97.54,97.08,96.04,95.82,95.61,95.19,94.46,95.95
